,team,elo,event_wins,1_wins,2_wins,3_wins,num_seasons,event_wins_per_season,adjustPoints,autoPoints,cargoPoints,completeRocketRankingPoint,completedRocketFar,completedRocketNear,foulPoints,habClimbPoints,habDockingRankingPoint,hatchPanelPoints,rp,sandStormBonusPoints,techFoulCount,teleopPoints,totalPoints,endgameRobot_HabLevel1,endgameRobot_HabLevel2,endgameRobot_HabLevel3,endgameRobot_Unknown,habLineRobot_CrossedHabLineInSandstorm,habLineRobot_CrossedHabLineInTeleop,bay_score
1082,frc3061,1644,1,0,1,0,12,0.08333333333333333,0.0,13.615384615384615,18.46153846153846,0.07692307692307693,0.0,0.038461538461538464,2.5384615384615383,13.26923076923077,0.2692307692307692,15.076923076923077,1.3461538461538463,13.615384615384615,0.11538461538461539,46.80769230769231,62.96153846153846,0.038461538461538464,0.8846153846153846,0.0,0.0,1.0,0.0,39.46153846153848
1083,frc3062,1471,0,0,0,0,12,0.0,0.0,12.3,21.9,0.0,0.0,0.0,1.2,10.2,0.1,8.2,0.9,12.3,0.1,40.3,53.8,0.9,0.0,0.0,0.0,1.0,0.0,40.50000000000001
1084,frc3065,1536,1,0,0,1,12,0.08333333333333333,0.0,11.0,20.071428571428573,0.07142857142857142,0.023809523809523808,0.0,2.4285714285714284,13.571428571428571,0.3333333333333333,7.380952380952381,1.2142857142857142,11.0,0.14285714285714285,41.023809523809526,54.45238095238095,0.2619047619047619,0.5476190476190477,0.0,0.0,0.8571428571428571,0.11904761904761904,38.69047619047619
1085,frc3067,1417,0,0,0,0,12,0.0,0.0,7.666666666666667,14.333333333333334,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,10.0,0.3333333333333333,4.222222222222222,1.1111111111111112,7.666666666666667,0.0,28.555555555555557,36.55555555555556,0.4444444444444444,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,29.66666666666668
1086,frc3070,1490,0,0,0,0,12,0.0,0.0,13.40625,19.59375,0.0625,0.03125,0.0,0.9375,10.59375,0.15625,8.875,0.84375,13.40625,0.0,39.0625,53.40625,0.875,0.0,0.0,0.0,0.875,0.0625,38.09375
1087,frc3072,1582,0,0,0,0,12,0.0,0.0,13.551724137931034,18.620689655172413,0.0,0.0,0.0,1.7586206896551724,14.172413793103448,0.5517241379310345,8.344827586206897,1.5517241379310345,13.551724137931034,0.06896551724137931,41.13793103448276,56.44827586206897,0.1724137931034483,0.1724137931034483,0.4827586206896552,0.0,1.0,0.0,37.31034482758619
1088,frc3075,1599,4,0,1,1,12,0.3333333333333333,-0.7464788732394366,10.43661971830986,22.901408450704224,0.07042253521126761,0.0,0.014084507042253521,4.450704225352113,13.985915492957746,0.3380281690140845,9.943661971830986,1.1126760563380282,10.43661971830986,0.028169014084507043,46.83098591549296,60.971830985915496,0.352112676056338,0.23943661971830985,0.18309859154929578,0.0,0.9859154929577465,0.014084507042253521,43.83098591549296
1089,frc3081,1497,1,0,0,1,11,0.09090909090909093,0.0,12.0,14.0,0.0,0.0,0.0,0.0,10.666666666666666,0.3333333333333333,7.111111111111111,1.2222222222222223,12.0,0.0,31.77777777777778,43.77777777777778,0.7777777777777778,0.0,0.2222222222222222,0.0,0.7777777777777778,0.1111111111111111,31.55555555555555
1090,frc3082,1532,0,0,0,0,12,0.0,0.0,11.837837837837839,22.135135135135137,0.08108108108108109,0.0,0.05405405405405406,1.837837837837838,13.135135135135135,0.35135135135135137,9.243243243243244,1.2432432432432432,11.837837837837839,0.0,44.513513513513516,58.189189189189186,0.8918918918918919,0.0,0.0,0.0,0.972972972972973,0.02702702702702703,42.56756756756757
1091,frc3083,1484,0,0,0,0,12,0.0,0.0,12.625,19.25,0.08333333333333333,0.0,0.0,2.25,8.75,0.20833333333333334,5.416666666666667,1.0416666666666667,12.625,0.041666666666666664,33.416666666666664,48.291666666666664,0.6666666666666666,0.041666666666666664,0.0,0.0,0.9166666666666666,0.08333333333333333,36.333333333333336
1092,frc3090,1487,0,0,0,0,12,0.0,0.0,12.6,21.9,0.0,0.0,0.0,3.8,12.6,0.5,6.8,1.9,12.6,0.0,41.3,57.7,0.9,0.0,0.0,0.0,0.8,0.2,39.90000000000002
1093,frc3091,1391,1,0,0,1,12,0.08333333333333333,0.0,7.375,12.125,0.041666666666666664,0.0,0.0,0.9166666666666666,7.875,0.16666666666666666,5.5,0.7916666666666666,7.375,0.041666666666666664,25.5,33.791666666666664,0.625,0.0,0.0,0.0,0.08333333333333333,0.5416666666666666,28.541666666666657
1094,frc3096,1404,1,0,0,1,12,0.08333333333333333,0.0,13.625,12.875,0.0,0.0,0.0,1.5833333333333333,9.375,0.20833333333333334,4.583333333333333,0.7916666666666666,13.625,0.20833333333333334,26.833333333333332,42.041666666666664,0.75,0.0,0.0,0.0,0.9583333333333334,0.041666666666666664,27.958333333333332
1095,frc3098,1486,6,1,3,2,12,0.5,0.0,10.5,15.461538461538462,0.0,0.0,0.0,0.8076923076923077,8.76923076923077,0.23076923076923078,6.615384615384615,0.7692307692307693,10.5,0.07692307692307693,30.846153846153847,42.15384615384615,0.4230769230769231,0.0,0.038461538461538464,0.0,0.9230769230769231,0.038461538461538464,32.23076923076923
1096,frc3100,1586,0,0,0,0,12,0.0,0.0,13.0,23.444444444444443,0.0,0.0,0.0,3.8518518518518516,16.444444444444443,0.48148148148148145,7.037037037037037,1.2222222222222223,13.0,0.1111111111111111,46.925925925925924,63.77777777777778,0.14814814814814814,0.1111111111111111,0.7037037037037037,0.0,0.9259259259259259,0.07407407407407407,41.66666666666666
1097,frc3102,1588,1,1,0,0,12,0.08333333333333333,-1.6585365853658536,13.170731707317072,25.536585365853657,0.0975609756097561,0.0,0.04878048780487805,2.7804878048780486,17.78048780487805,0.6097560975609756,9.75609756097561,1.4878048780487805,13.170731707317072,0.12195121951219512,53.073170731707314,67.36585365853658,0.17073170731707318,0.0975609756097561,0.7073170731707317,0.0,0.9512195121951219,0.04878048780487805,46.5121951219512
1098,frc3103,1491,0,0,0,0,12,0.0,0.0,12.909090909090908,12.636363636363637,0.0,0.0,0.0,2.303030303030303,10.090909090909092,0.09090909090909091,6.484848484848484,0.5454545454545454,12.909090909090908,0.030303030303030304,29.21212121212121,44.42424242424242,0.8484848484848485,0.0,0.0,0.0,0.9393939393939394,0.030303030303030304,29.848484848484855
1099,frc3110,1352,0,0,0,0,12,0.0,0.0,9.0,13.333333333333334,0.1111111111111111,0.1111111111111111,0.0,1.4444444444444444,6.0,0.1111111111111111,3.5555555555555554,0.4444444444444444,9.0,0.2222222222222222,22.88888888888889,33.333333333333336,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,28.222222222222225
1100,frc3117,1512,0,0,0,0,12,0.0,0.0,11.478260869565217,15.0,0.0,0.0,0.0,2.391304347826087,13.173913043478262,0.43478260869565216,5.826086956521739,1.608695652173913,11.478260869565217,0.13043478260869565,34.0,47.869565217391305,0.6521739130434783,0.08695652173913043,0.13043478260869565,0.0,0.9565217391304348,0.0,31.869565217391294
1101,frc3122,1491,0,0,0,0,12,0.0,0.0,14.0,21.0,0.0,0.0,0.0,2.0,14.0,0.4166666666666667,7.0,1.5833333333333333,14.0,0.16666666666666666,42.0,58.0,0.8333333333333334,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,39.66666666666664
1102,frc3128,1724,0,0,0,0,11,0.0,0.0,13.565217391304348,22.369565217391305,0.10869565217391304,0.043478260869565216,0.043478260869565216,3.239130434782609,15.91304347826087,0.5217391304347826,8.956521739130435,1.7173913043478262,13.565217391304348,0.15217391304347827,47.23913043478261,64.04347826086956,0.13043478260869565,0.3695652173913043,0.43478260869565216,0.0,1.0,0.0,42.93478260869565
1103,frc3130,1606,5,2,3,0,11,0.4545454545454545,0.0,11.8,22.2,0.0,0.0,0.0,1.4,13.8,0.3,10.2,0.7666666666666667,11.8,0.0,46.2,59.4,0.6666666666666666,0.16666666666666666,0.06666666666666667,0.0,1.0,0.0,42.73333333333334
1104,frc3131,1509,0,0,0,0,11,0.0,0.0,12.115384615384615,14.653846153846153,0.038461538461538464,0.0,0.0,2.230769230769231,9.23076923076923,0.19230769230769232,5.538461538461538,1.0384615384615385,12.115384615384615,0.038461538461538464,29.423076923076923,43.76923076923077,0.8846153846153846,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,31.423076923076913
1105,frc3132,1630,4,2,2,0,11,0.3636363636363637,0.0,13.733333333333333,25.4,0.022222222222222223,0.022222222222222223,0.022222222222222223,2.9555555555555557,12.866666666666667,0.2222222222222222,13.066666666666666,1.1555555555555554,13.733333333333333,0.0,51.333333333333336,68.02222222222223,0.8222222222222222,0.0,0.1111111111111111,0.0,1.0,0.0,49.22222222222222
1106,frc3133,1449,0,0,0,0,10,0.0,0.0,11.590909090909092,12.409090909090908,0.0,0.0,0.0,1.3636363636363635,9.409090909090908,0.22727272727272727,9.090909090909092,1.1363636363636365,11.590909090909092,0.045454545454545456,30.90909090909091,43.86363636363637,0.8181818181818182,0.0,0.0,0.0,0.8181818181818182,0.13636363636363635,32.772727272727266
1107,frc3134,1443,0,0,0,0,7,0.0,0.0,11.0,11.333333333333334,0.0,0.0,0.0,2.388888888888889,13.0,0.5,5.555555555555555,1.2777777777777777,11.0,0.0,29.88888888888889,43.27777777777778,0.5555555555555556,0.1111111111111111,0.2777777777777778,0.0,0.9444444444444444,0.0,27.777777777777775
1108,frc3136,1474,0,0,0,0,11,0.0,0.0,12.585365853658537,13.902439024390244,0.024390243902439025,0.024390243902439025,0.0,3.097560975609756,10.317073170731707,0.2926829268292683,6.0,1.0975609756097562,12.585365853658537,0.07317073170731707,30.21951219512195,45.90243902439025,0.7317073170731707,0.0,0.0,0.0,0.8780487804878049,0.024390243902439025,30.536585365853636
1109,frc3137,1508,2,0,1,1,11,0.18181818181818185,0.0,12.0,12.0,0.1,0.1,0.0,2.8,10.2,0.2,9.4,1.1,12.0,0.1,31.6,46.4,0.9,0.0,0.0,0.0,0.9,0.0,30.799999999999997
1110,frc3138,1539,2,0,1,1,11,0.18181818181818185,0.0,13.444444444444445,22.0,0.0,0.0,0.0,2.3703703703703702,12.555555555555555,0.14814814814814814,10.962962962962964,0.9629629629629629,13.444444444444445,0.037037037037037035,45.51851851851852,61.333333333333336,0.5925925925925926,0.3333333333333333,0.0,0.0,1.0,0.0,43.03703703703703
1111,frc3139,1425,0,0,0,0,10,0.0,0.0,12.0,13.2,0.0,0.0,0.0,1.6,7.8,0.1,3.8,0.7,12.0,0.1,24.8,38.4,0.6,0.0,0.0,0.0,0.8,0.2,28.799999999999994
1112,frc3140,1534,2,0,0,1,11,0.18181818181818185,0.0,11.142857142857142,16.142857142857142,0.0,0.0,0.0,1.7142857142857142,9.571428571428571,0.19047619047619047,6.476190476190476,1.0476190476190477,11.142857142857142,0.14285714285714285,32.19047619047619,45.04761904761905,0.6190476190476191,0.09523809523809523,0.0,0.0,0.9047619047619048,0.047619047619047616,32.9047619047619
1113,frc3142,1576,0,0,0,0,11,0.0,0.0,13.73076923076923,15.923076923076923,0.038461538461538464,0.038461538461538464,0.0,1.5384615384615385,10.73076923076923,0.15384615384615385,4.923076923076923,1.1153846153846154,13.73076923076923,0.15384615384615385,31.576923076923077,46.84615384615385,0.8076923076923077,0.0,0.0,0.0,1.0,0.0,32.846153846153854
1114,frc3145,1499,1,0,0,1,11,0.09090909090909093,0.0,10.928571428571429,16.071428571428573,0.0,0.0,0.0,3.357142857142857,15.214285714285714,0.6428571428571429,6.714285714285714,1.0714285714285714,10.928571428571429,0.0,38.0,52.285714285714285,0.07142857142857142,0.21428571428571427,0.6428571428571429,0.0,0.9285714285714286,0.0,34.78571428571429
1115,frc3146,1629,1,1,0,0,11,0.09090909090909093,0.0,13.788461538461538,25.673076923076923,0.19230769230769232,0.07692307692307693,0.07692307692307693,1.9423076923076923,17.076923076923077,0.7115384615384616,12.73076923076923,2.0384615384615383,13.788461538461538,0.019230769230769232,55.48076923076923,71.21153846153847,0.4423076923076923,0.038461538461538464,0.4807692307692308,0.0,0.9615384615384616,0.038461538461538464,49.32692307692307
1116,frc3147,1518,1,1,0,0,11,0.09090909090909093,0.0,11.625,15.5,0.0,0.0,0.0,1.8333333333333333,13.25,0.4166666666666667,5.166666666666667,1.25,11.625,0.0,33.916666666666664,47.375,0.20833333333333334,0.75,0.041666666666666664,0.0,0.8333333333333334,0.16666666666666666,32.333333333333336
1117,frc3151,1482,0,0,0,0,11,0.0,0.08333333333333333,10.625,15.25,0.125,0.0,0.041666666666666664,1.2916666666666667,10.25,0.25,7.25,1.1666666666666667,10.625,0.20833333333333334,32.75,44.75,0.7083333333333334,0.0,0.0,0.0,0.9166666666666666,0.041666666666666664,34.25000000000002
1118,frc3152,1396,0,0,0,0,11,0.0,0.0,7.333333333333333,13.0,0.0,0.0,0.0,2.3333333333333335,9.0,0.1111111111111111,6.0,0.1111111111111111,7.333333333333333,0.2222222222222222,28.0,37.666666666666664,0.8888888888888888,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,29.444444444444436
1119,frc3157,1556,0,0,0,0,11,0.0,0.0,14.0,17.444444444444443,0.0,0.0,0.0,1.0,18.88888888888889,0.6666666666666666,10.88888888888889,1.7037037037037037,14.0,0.0,47.22222222222222,62.22222222222222,0.07407407407407407,0.14814814814814814,0.7777777777777778,0.0,1.0,0.0,35.88888888888889
1120,frc3158,1605,3,2,1,0,11,0.2727272727272727,0.0,12.666666666666666,22.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,2.2962962962962963,8.11111111111111,0.1111111111111111,8.148148148148149,1.2962962962962963,12.666666666666666,0.07407407407407407,38.25925925925926,53.22222222222222,0.7777777777777778,0.07407407407407407,0.037037037037037035,0.0,0.9629629629629629,0.0,41.62962962962961
1121,frc3160,1549,1,0,0,1,11,0.09090909090909093,0.0,12.782608695652174,13.956521739130435,0.0,0.0,0.0,4.173913043478261,9.782608695652174,0.13043478260869565,3.9130434782608696,0.9565217391304348,12.782608695652174,0.043478260869565216,27.652173913043477,44.608695652173914,0.7391304347826086,0.0,0.0,0.0,0.9130434782608695,0.043478260869565216,29.869565217391298
1122,frc3161,1492,0,0,0,0,11,0.0,0.0,12.0,15.461538461538462,0.0,0.0,0.0,2.769230769230769,9.461538461538462,0.15384615384615385,6.846153846153846,0.8076923076923077,12.0,0.0,31.76923076923077,46.53846153846154,0.8076923076923077,0.0,0.0,0.0,0.9230769230769231,0.07692307692307693,32.69230769230769
1123,frc3163,1431,0,0,0,0,11,0.0,0.0,10.333333333333334,17.333333333333332,0.0,0.0,0.0,3.2222222222222223,8.333333333333334,0.1111111111111111,4.222222222222222,0.7777777777777778,10.333333333333334,0.2222222222222222,29.88888888888889,43.44444444444444,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,33.55555555555555
1124,frc3164,1546,0,0,0,0,11,0.0,0.0,11.833333333333334,14.5,0.05555555555555555,0.0,0.0,6.833333333333333,8.333333333333334,0.2222222222222222,4.111111111111111,1.2222222222222223,11.833333333333334,0.1111111111111111,26.944444444444443,45.611111111111114,0.7222222222222222,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,30.5
1125,frc3171,1601,2,2,0,0,11,0.18181818181818185,-5.333333333333333,13.88888888888889,21.333333333333332,0.14814814814814814,0.1111111111111111,0.0,8.555555555555555,11.666666666666666,0.25925925925925924,10.666666666666666,1.3703703703703705,13.88888888888889,0.2962962962962963,43.666666666666664,60.77777777777778,0.14814814814814814,0.7407407407407407,0.0,0.0,1.0,0.0,43.25925925925927
1126,frc3172,1459,0,0,0,0,11,0.0,0.0,10.5,20.1,0.2,0.1,0.1,3.1,9.0,0.2,7.4,1.4,10.5,0.1,36.5,50.1,0.7,0.0,0.0,0.0,1.0,0.0,38.699999999999996
1127,frc3173,1481,0,0,0,0,11,0.0,-2.5172413793103448,12.0,13.655172413793103,0.0,0.0,0.0,2.9310344827586206,15.10344827586207,0.4827586206896552,7.172413793103448,1.1724137931034482,12.0,0.1724137931034483,35.93103448275862,48.3448275862069,0.2413793103448276,0.0,0.6206896551724138,0.0,0.9310344827586207,0.0,31.655172413793107
1128,frc3175,1602,3,1,0,2,11,0.2727272727272727,0.0,14.4,23.066666666666666,0.06666666666666667,0.0,0.0,2.422222222222222,12.6,0.3111111111111111,7.822222222222222,1.3111111111111111,14.4,0.08888888888888889,43.48888888888889,60.31111111111111,0.8666666666666667,0.0,0.0,0.0,0.9777777777777777,0.022222222222222223,42.533333333333346
1129,frc3176,1552,1,0,0,1,11,0.09090909090909093,0.0,12.78,22.62,0.1,0.04,0.04,2.46,12.3,0.3,12.04,1.2,12.78,0.04,46.96,62.2,0.78,0.0,0.0,0.0,0.96,0.02,45.98000000000001
1130,frc3179,1502,0,0,0,0,11,0.0,0.0,10.75,15.0,0.0,0.0,0.0,4.75,9.25,0.16666666666666666,5.0,0.75,10.75,0.16666666666666666,29.25,44.75,0.75,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,31.83333333333334
1131,frc3180,1477,0,0,0,0,11,0.0,0.0,12.115384615384615,16.615384615384617,0.0,0.0,0.0,3.6153846153846154,8.76923076923077,0.19230769230769232,8.307692307692308,0.8846153846153846,12.115384615384615,0.07692307692307693,33.69230769230769,49.42307692307692,0.7307692307692307,0.0,0.0,0.0,0.7307692307692307,0.23076923076923078,36.3846153846154
1132,frc3181,1412,0,0,0,0,11,0.0,0.0,12.6,12.0,0.1,0.0,0.0,2.5,10.2,0.3,7.8,1.0,12.6,0.1,30.0,45.1,0.7,0.0,0.0,0.0,1.0,0.0,28.199999999999996
1133,frc3182,1519,0,0,0,0,11,0.0,0.0,12.875,16.875,0.041666666666666664,0.0,0.041666666666666664,2.3333333333333335,10.0,0.2916666666666667,6.333333333333333,1.0,12.875,0.08333333333333333,33.208333333333336,48.416666666666664,0.875,0.0,0.0,0.0,1.0,0.0,34.625
1134,frc3184,1593,1,0,0,1,11,0.09090909090909093,0.0,13.923076923076923,20.615384615384617,0.10256410256410256,0.0,0.05128205128205128,2.5641025641025643,12.76923076923077,0.38461538461538464,8.717948717948717,1.2307692307692308,13.923076923076923,0.07692307692307693,42.1025641025641,58.58974358974359,0.6153846153846154,0.07692307692307693,0.02564102564102564,0.0,1.0,0.0,40.46153846153844
1135,frc3187,1497,0,0,0,0,11,0.0,0.0,12.555555555555555,14.444444444444445,0.0,0.0,0.0,2.6666666666666665,9.88888888888889,0.14814814814814814,8.148148148148149,0.8888888888888888,12.555555555555555,0.07407407407407407,32.48148148148148,47.7037037037037,0.48148148148148145,0.25925925925925924,0.0,0.0,1.0,0.0,33.40740740740741
1136,frc3189,1434,2,1,1,0,11,0.18181818181818185,0.0,10.263157894736842,14.052631578947368,0.05263157894736842,0.05263157894736842,0.0,3.789473684210526,11.210526315789474,0.2631578947368421,4.421052631578948,0.9473684210526315,10.263157894736842,0.15789473684210525,29.68421052631579,43.73684210526316,0.2631578947368421,0.47368421052631576,0.0,0.0,0.8421052631578947,0.10526315789473684,30.368421052631575
1137,frc3192,1471,0,0,0,0,8,0.0,0.0,12.625,14.75,0.0,0.0,0.0,1.25,11.75,0.375,6.583333333333333,1.125,12.625,0.08333333333333333,33.083333333333336,46.958333333333336,0.7916666666666666,0.0,0.0,0.0,0.875,0.08333333333333333,32.833333333333336
1138,frc3193,1533,1,0,0,1,11,0.09090909090909093,0.0,13.655172413793103,18.413793103448278,0.06896551724137931,0.034482758620689655,0.0,0.9310344827586207,13.758620689655173,0.4827586206896552,8.827586206896552,1.1724137931034482,13.655172413793103,0.10344827586206896,41.0,55.58620689655172,0.3448275862068966,0.6206896551724138,0.0,0.0,0.9310344827586207,0.06896551724137931,38.3448275862069
1139,frc3196,1677,1,0,1,0,11,0.09090909090909093,0.0,11.40983606557377,23.262295081967213,0.03278688524590164,0.03278688524590164,0.0,2.918032786885246,16.918032786885245,0.6229508196721312,9.21311475409836,1.5737704918032787,11.40983606557377,0.04918032786885246,49.39344262295082,63.721311475409834,0.09836065573770492,0.13114754098360656,0.7213114754098361,0.0,0.9836065573770492,0.01639344262295082,44.27868852459015
1140,frc3197,1618,0,0,0,0,11,0.0,0.0,10.829268292682928,24.658536585365855,0.0,0.0,0.0,1.9268292682926829,14.341463414634147,0.5121951219512195,12.390243902439025,1.2926829268292683,10.829268292682928,0.07317073170731707,51.390243902439025,64.14634146341463,0.34146341463414637,0.0975609756097561,0.43902439024390244,0.0,0.975609756097561,0.024390243902439025,48.17073170731708
1141,frc3200,1508,0,0,0,0,11,0.0,0.0,13.428571428571429,17.428571428571427,0.0,0.0,0.0,1.5714285714285714,10.571428571428571,0.23809523809523808,6.285714285714286,1.0952380952380953,13.428571428571429,0.0,34.285714285714285,49.285714285714285,0.6666666666666666,0.0,0.0,0.0,0.9523809523809523,0.047619047619047616,34.00000000000001
1142,frc3201,1537,0,0,0,0,11,0.0,0.0,12.714285714285714,20.714285714285715,0.0,0.0,0.0,0.5714285714285714,8.571428571428571,0.09523809523809523,9.714285714285714,1.2380952380952381,12.714285714285714,0.09523809523809523,39.0,52.285714285714285,0.7142857142857143,0.0,0.0,0.0,0.9523809523809523,0.047619047619047616,41.09523809523809
1143,frc3202,1429,0,0,0,0,11,0.0,0.0,11.0,14.666666666666666,0.0,0.0,0.0,3.111111111111111,10.333333333333334,0.2222222222222222,8.0,1.1111111111111112,11.0,0.3333333333333333,33.0,47.111111111111114,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,33.11111111111111
1144,frc3204,1393,1,0,0,1,11,0.09090909090909093,0.0,8.333333333333334,7.0,0.0,0.0,0.0,2.0,5.666666666666667,0.0,5.555555555555555,0.4444444444444444,8.333333333333334,0.0,18.22222222222222,28.555555555555557,0.5555555555555556,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,22.999999999999996
1145,frc3205,1541,1,0,0,1,11,0.09090909090909093,0.0,13.5,20.735294117647058,0.0,0.0,0.0,1.2647058823529411,12.088235294117647,0.2647058823529412,6.764705882352941,0.7352941176470589,13.5,0.058823529411764705,39.588235294117645,54.35294117647059,0.7647058823529411,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,38.85294117647059
1146,frc3206,1588,0,0,0,0,11,0.0,0.0,12.285714285714286,21.0,0.0,0.0,0.0,2.0476190476190474,15.571428571428571,0.6666666666666666,7.619047619047619,1.8095238095238095,12.285714285714286,0.09523809523809523,44.19047619047619,58.523809523809526,0.3333333333333333,0.047619047619047616,0.5238095238095238,0.0,1.0,0.0,40.4285714285714
1147,frc3211,1642,1,0,1,0,11,0.09090909090909093,0.0,11.433962264150944,21.22641509433962,0.11320754716981132,0.07547169811320754,0.03773584905660377,4.169811320754717,14.264150943396226,0.5471698113207547,10.18867924528302,1.7358490566037736,11.433962264150944,0.03773584905660377,45.679245283018865,61.283018867924525,0.37735849056603776,0.07547169811320754,0.39622641509433965,0.0,1.0,0.0,42.283018867924554
1148,frc3212,1493,0,0,0,0,11,0.0,0.0,13.333333333333334,15.666666666666666,0.0,0.0,0.0,1.0,11.0,0.2222222222222222,12.444444444444445,1.3333333333333333,13.333333333333334,0.1111111111111111,39.111111111111114,53.44444444444444,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,39.222222222222214
1149,frc3215,1365,0,0,0,0,10,0.0,0.0,7.5,8.625,0.0,0.0,0.0,2.4166666666666665,7.0,0.16666666666666666,3.0833333333333335,0.625,7.5,0.0,18.708333333333332,28.625,0.2916666666666667,0.0,0.0,0.0,0.2916666666666667,0.20833333333333334,21.62499999999999
1150,frc3216,1498,0,0,0,0,11,0.0,0.0,10.75,17.25,0.0,0.0,0.0,2.0,10.75,0.25,4.833333333333333,1.25,10.75,0.0,32.833333333333336,45.583333333333336,0.5833333333333334,0.4166666666666667,0.0,0.0,1.0,0.0,33.74999999999998
1151,frc3218,1599,0,0,0,0,11,0.0,0.0,11.2,18.266666666666666,0.022222222222222223,0.0,0.0,2.466666666666667,10.8,0.2222222222222222,7.955555555555556,1.1111111111111112,11.2,0.022222222222222223,37.022222222222226,50.68888888888889,0.7111111111111111,0.0,0.0,0.0,0.9555555555555556,0.044444444444444446,36.93333333333333
1152,frc3219,1481,1,0,0,1,11,0.09090909090909093,0.0,12.0,10.73076923076923,0.0,0.0,0.0,2.923076923076923,9.0,0.15384615384615385,6.461538461538462,1.0,12.0,0.11538461538461539,26.192307692307693,41.11538461538461,0.5769230769230769,0.0,0.0,0.0,0.8846153846153846,0.0,23.038461538461544
1153,frc3220,1519,0,0,0,0,10,0.0,0.0,10.071428571428571,18.535714285714285,0.0,0.0,0.0,2.5357142857142856,12.107142857142858,0.32142857142857145,5.0,1.1785714285714286,10.071428571428571,0.03571428571428571,35.642857142857146,48.25,0.7857142857142857,0.0,0.07142857142857142,0.0,0.4642857142857143,0.5,35.035714285714285
1154,frc3223,1579,1,0,0,1,11,0.09090909090909093,0.0,12.0,18.933333333333334,0.044444444444444446,0.022222222222222223,0.022222222222222223,1.711111111111111,13.8,0.4888888888888889,8.755555555555556,1.2222222222222223,12.0,0.06666666666666667,41.48888888888889,55.2,0.3111111111111111,0.15555555555555556,0.26666666666666666,0.0,0.9333333333333333,0.022222222222222223,38.00000000000001
1155,frc3225,1409,0,0,0,0,11,0.0,0.0,14.1,10.5,0.0,0.0,0.0,2.8,9.0,0.2,3.6,0.6,14.1,0.4,23.1,40.0,0.7,0.0,0.0,0.0,0.9,0.1,24.69999999999999
1156,frc3229,1582,2,0,0,2,11,0.18181818181818185,0.0,13.090909090909092,20.181818181818183,0.09090909090909091,0.0,0.022727272727272728,3.5,12.204545454545455,0.3181818181818182,7.909090909090909,1.3636363636363635,13.090909090909092,0.13636363636363635,40.29545454545455,56.88636363636363,0.5,0.38636363636363635,0.0,0.0,0.9772727272727273,0.022727272727272728,39.36363636363639
1157,frc3230,1660,3,1,0,2,11,0.2727272727272727,0.0,12.724137931034482,17.79310344827586,0.034482758620689655,0.034482758620689655,0.0,4.413793103448276,17.482758620689655,0.6206896551724138,6.620689655172414,1.6206896551724137,12.724137931034482,0.06896551724137931,41.89655172413793,59.03448275862069,0.13793103448275862,0.10344827586206896,0.6896551724137931,0.0,1.0,0.0,36.34482758620689
1158,frc3234,1422,1,0,1,0,11,0.09090909090909093,0.0,12.625,14.25,0.08333333333333333,0.041666666666666664,0.0,0.7916666666666666,10.875,0.2916666666666667,6.583333333333333,1.0833333333333333,12.625,0.0,31.708333333333332,45.125,0.6666666666666666,0.0,0.0,0.0,0.9583333333333334,0.0,32.66666666666668
1159,frc3236,1636,0,0,0,0,10,0.0,0.0,14.0,23.714285714285715,0.14285714285714285,0.07142857142857142,0.047619047619047616,1.9047619047619047,12.857142857142858,0.40476190476190477,11.047619047619047,1.6904761904761905,14.0,0.09523809523809523,47.61904761904762,63.523809523809526,0.47619047619047616,0.38095238095238093,0.0,0.0,0.9761904761904762,0.0,45.95238095238095
1160,frc3237,1437,1,0,1,0,10,0.1,0.0,11.586206896551724,12.827586206896552,0.06896551724137931,0.034482758620689655,0.0,2.0689655172413794,9.0,0.10344827586206896,5.517241379310345,0.5862068965517241,11.586206896551724,0.0,27.344827586206897,41.0,0.3103448275862069,0.034482758620689655,0.0,0.0,0.6551724137931034,0.13793103448275862,27.72413793103449
1161,frc3238,1569,4,0,2,2,11,0.3636363636363637,0.0,12.724137931034482,12.724137931034482,0.034482758620689655,0.0,0.0,1.6551724137931034,10.96551724137931,0.27586206896551724,6.137931034482759,1.2758620689655173,12.724137931034482,0.06896551724137931,29.82758620689655,44.206896551724135,0.4482758620689655,0.2413793103448276,0.10344827586206896,0.0,0.9310344827586207,0.0,28.31034482758621
